Timestamp,Orientation,Inclination,Time_of_day,Date
607504705.45,-150.15,62.43,00:18:25,
607504707.45,-149.93,62.56,00:18:27,
607504709.45,-149.90,62.44,00:18:29,
607504711.45,-150.19,62.74,00:18:31,
607504713.45,-150.01,62.53,00:18:33,
607504715.45,-149.95,62.51,00:18:35,
607504717.45,-150.06,62.39,00:18:37,
607504719.45,-149.87,62.50,00:18:39,
607504721.46,-149.85,62.35,00:18:41,
607504723.46,-149.99,62.52,00:18:43,
607504725.46,-149.90,62.61,00:18:45,
607504727.46,-150.02,62.46,00:18:47,
607504729.46,-150.06,62.48,00:18:49,
607504731.46,-149.75,62.37,00:18:51,
607504733.46,-149.94,62.40,00:18:53,
607504735.46,-149.96,62.49,00:18:55,
607504737.46,-150.00,62.35,00:18:57,
607504739.46,-150.00,62.40,00:18:59,
607504741.46,-149.94,62.42,00:19:01,2020-04-02
607504743.46,-150.05,62.36,00:19:03,
607504745.46,-149.96,62.53,00:19:05,
607504747.46,-150.01,62.47,00:19:07,
607504749.46,-149.81,62.54,00:19:09,
607504751.46,-150.16,62.40,00:19:11,
607504753.46,-149.89,62.61,00:19:13,
607504755.47,-149.93,62.43,00:19:15,
607504757.47,-150.10,62.43,00:19:17,
607504759.47,-149.79,62.65,00:19:19,
607504761.47,-149.89,62.48,00:19:21,
607504763.47,-149.89,62.71,00:19:23,
607504765.47,-149.85,62.46,00:19:25,
607504767.47,-149.85,62.52,00:19:27,
607504769.47,-150.04,62.50,00:19:29,
607504771.47,-149.88,62.54,00:19:31,
607504773.47,-150.13,62.50,00:19:33,
607504775.47,-149.86,62.48,00:19:35,
607504777.47,-150.01,62.38,00:19:37,
607504779.47,-149.94,62.52,00:19:39,
607504781.47,-149.92,62.67,00:19:41,
607504783.47,-149.99,62.49,00:19:43,
607504785.47,-149.92,62.64,00:19:45,
607504787.47,-150.02,62.44,00:19:47,
607504789.48,-150.00,62.46,00:19:49,
607504791.48,-149.90,62.49,00:19:51,
607504793.48,-150.03,62.47,00:19:53,
607504795.48,-149.85,62.62,00:19:55,
607504797.48,-149.98,62.52,00:19:57,
607504799.48,-150.02,62.47,00:19:59,
607504801.48,-149.99,62.69,00:20:01,2020-04-02
607504803.47,-149.97,62.43,00:20:03,
607504805.47,-149.97,62.48,00:20:05,
607504807.48,-149.98,62.45,00:20:07,
607504809.48,-149.97,62.46,00:20:09,
607504811.48,-149.92,62.58,00:20:11,
607504813.48,-150.10,62.49,00:20:13,
607504815.48,-149.88,62.63,00:20:15,
607504817.48,-150.03,62.54,00:20:17,
607504819.48,-149.81,62.59,00:20:19,
607504821.48,-150.02,62.55,00:20:21,
607504823.48,-150.04,62.45,00:20:23,
607504825.48,-149.83,62.63,00:20:25,
607504827.48,-150.05,62.56,00:20:27,
607504829.48,-149.94,62.64,00:20:29,
607504831.48,-150.01,62.52,00:20:31,
607504833.48,-149.86,62.63,00:20:33,
607504835.48,-150.03,62.54,00:20:35,
607504837.48,-149.97,62.69,00:20:37,
607504839.48,-150.01,62.47,00:20:39,
607504841.48,-149.94,62.60,00:20:41,
607504843.48,-149.94,62.53,00:20:43,
607504845.48,-150.00,62.46,00:20:45,
607504847.49,-149.88,62.59,00:20:47,
607504849.49,-149.97,62.45,00:20:49,
607504851.49,-149.90,62.58,00:20:51,
607504853.49,-150.01,62.48,00:20:53,
607504855.49,-150.05,62.71,00:20:55,
607504857.49,-150.00,62.45,00:20:57,
607504859.49,-149.93,62.53,00:20:59,
607504861.49,-144.83,61.92,00:21:01,2020-04-02
607504863.49,-146.28,62.92,00:21:03,
607504865.49,-59.03,87.65,00:21:05,
607504867.49,-59.97,83.82,00:21:07,
607504869.49,-55.69,82.22,00:21:09,
607504871.49,-55.36,81.90,00:21:11,
607504873.49,-54.83,81.90,00:21:13,
607504875.49,-55.38,82.02,00:21:15,
607504877.49,-54.94,81.75,00:21:17,
607504879.49,-54.93,81.71,00:21:19,
607504881.49,-54.80,82.04,00:21:21,
607504883.49,-54.62,81.79,00:21:23,
607504885.49,-54.47,81.77,00:21:25,
607504887.49,-54.51,81.62,00:21:27,
607504889.49,-54.74,81.92,00:21:29,
607504891.49,-54.51,81.68,00:21:31,
607504893.49,-54.57,82.04,00:21:33,
607504895.49,-54.67,81.87,00:21:35,
607504897.50,-54.56,81.81,00:21:37,
607504899.50,-54.63,78.19,00:21:39,
607504901.50,-53.83,84.00,00:21:41,
607504903.50,-54.13,84.11,00:21:43,
607504905.50,-53.95,83.72,00:21:45,
607504907.50,-53.68,83.58,00:21:47,
607504909.50,-53.74,83.71,00:21:49,
607504911.50,-53.46,83.48,00:21:51,
607504913.50,-53.17,83.98,00:21:53,
607504915.50,-53.28,83.33,00:21:55,
607504917.50,-53.73,83.69,00:21:57,
607504919.50,-53.04,83.52,00:21:59,
607504921.50,-52.93,83.39,00:22:01,2020-04-02
607504923.50,-53.15,83.54,00:22:03,
607504925.50,-52.92,83.31,00:22:05,
607504927.50,-52.86,83.36,00:22:07,
607504929.50,-53.00,83.45,00:22:09,
607504931.50,-53.18,83.56,00:22:11,
607504933.51,-53.20,83.73,00:22:13,
607504935.51,-53.17,83.52,00:22:15,
607504937.51,-53.25,83.81,00:22:17,
607504939.51,-53.05,83.61,00:22:19,
607504941.51,-53.18,83.67,00:22:21,
607504943.51,-52.90,83.42,00:22:23,
607504945.51,-53.12,83.51,00:22:25,
607504947.51,-53.05,83.60,00:22:27,
607504949.51,-53.17,83.50,00:22:29,
607504951.51,-53.52,84.40,00:22:31,
607504953.51,-52.95,84.28,00:22:33,
607504955.51,-52.89,84.46,00:22:35,
607504957.51,-53.66,84.53,00:22:37,
607504959.51,-53.01,84.16,00:22:39,
607504961.51,-53.55,84.77,00:22:41,
607504963.51,-53.04,84.33,00:22:43,
607504965.51,-53.56,84.79,00:22:45,
607504967.51,-52.67,83.90,00:22:47,
607504969.52,-53.61,84.82,00:22:49,
607504971.52,-52.74,84.02,00:22:51,
607504973.52,-53.40,84.38,00:22:53,
607504975.52,-53.00,84.16,00:22:55,
607504977.52,-53.23,84.46,00:22:57,
607504979.52,-52.99,84.24,00:22:59,
607504981.52,-53.06,84.15,00:23:01,2020-04-02
607504983.52,-53.00,84.23,00:23:03,
607504985.52,-52.82,84.18,00:23:05,
607504987.52,-53.03,84.40,00:23:07,
607504989.52,-52.73,84.15,00:23:09,
607504991.52,-52.77,84.22,00:23:11,
607504993.52,-52.77,83.99,00:23:13,
607504995.52,-60.42,82.30,00:23:15,
607504997.52,-57.84,85.75,00:23:17,
607504999.52,-56.99,83.39,00:23:19,
607505001.52,-35.07,85.77,00:23:21,
607505003.53,8.07,71.52,00:23:23,
607505005.53,66.26,110.72,00:23:25,
607505007.53,55.26,106.83,00:23:27,
607505009.53,55.06,106.66,00:23:29,
607505011.53,46.10,97.48,00:23:31,
607505013.53,19.17,55.70,00:23:33,
607505015.53,57.10,109.51,00:23:35,
607505017.53,58.68,109.81,00:23:37,
607505019.53,58.55,110.87,00:23:39,
607505021.53,58.28,109.84,00:23:41,
607505023.53,58.01,109.87,00:23:43,
607505025.53,58.47,110.19,00:23:45,
607505027.53,57.96,109.67,00:23:47,
607505029.53,58.18,109.79,00:23:49,
607505031.53,58.27,110.35,00:23:51,
607505033.53,58.05,109.83,00:23:53,
607505035.53,58.03,109.55,00:23:55,
607505037.54,58.39,110.52,00:23:57,
607505039.54,58.04,109.81,00:23:59,
607505041.54,58.84,110.63,00:24:01,2020-04-02
607505043.54,58.14,110.08,00:24:03,
607505045.54,58.46,110.44,00:24:05,
607505047.54,58.21,110.19,00:24:07,
607505049.54,58.30,110.00,00:24:09,
607505051.54,58.34,110.38,00:24:11,
607505053.54,58.10,109.87,00:24:13,
607505055.54,58.18,110.48,00:24:15,
607505057.54,58.33,110.05,00:24:17,
607505059.54,58.34,110.28,00:24:19,
607505061.54,57.67,109.68,00:24:21,
607505063.54,58.28,110.49,00:24:23,
607505065.54,57.74,109.94,00:24:25,
607505067.54,58.28,110.37,00:24:27,
607505069.54,57.75,109.91,00:24:29,
607505071.54,58.28,110.39,00:24:31,
607505073.55,57.95,110.00,00:24:33,
607505075.55,58.28,110.08,00:24:35,
607505077.55,57.93,110.05,00:24:37,
607505079.55,58.36,110.43,00:24:39,
607505081.55,57.12,106.99,00:24:41,
607505083.55,56.97,108.41,00:24:43,
607505085.55,59.27,111.32,00:24:45,
607505087.55,58.58,111.19,00:24:47,
607505089.55,58.57,111.41,00:24:49,
607505091.55,58.40,110.78,00:24:51,
607505093.55,58.51,111.15,00:24:53,
607505095.55,58.12,110.42,00:24:55,
607505097.55,58.45,111.01,00:24:57,
607505099.55,57.96,110.44,00:24:59,
607505101.55,58.22,110.94,00:25:01,2020-04-02
607505103.55,57.93,110.39,00:25:03,
607505105.55,57.62,110.14,00:25:05,
607505107.55,57.77,110.44,00:25:07,
607505109.56,57.45,110.03,00:25:09,
607505111.56,58.20,110.61,00:25:11,
607505113.56,57.53,110.04,00:25:13,
607505115.56,58.19,110.88,00:25:15,
607505117.56,57.41,110.08,00:25:17,
607505119.56,57.89,110.43,00:25:19,
607505121.56,51.69,107.60,00:25:21,
607505123.56,58.15,108.55,00:25:23,
607505125.56,56.61,110.70,00:25:25,
607505127.56,56.14,109.97,00:25:27,
607505129.56,56.34,110.09,00:25:29,
607505131.56,56.19,110.08,00:25:31,
607505133.56,55.74,109.82,00:25:33,
607505135.56,56.17,110.06,00:25:35,
607505137.56,55.61,109.70,00:25:37,
607505139.56,55.74,110.08,00:25:39,
607505141.56,55.59,109.74,00:25:41,
607505143.56,55.40,109.47,00:25:43,
607505145.56,55.63,109.97,00:25:45,
607505147.56,55.12,109.51,00:25:47,
607505149.57,55.21,109.56,00:25:49,
607505151.57,55.81,110.31,00:25:51,
607505153.57,55.24,109.64,00:25:53,
607505155.57,55.27,109.62,00:25:55,
607505157.57,55.68,110.32,00:25:57,
607505159.57,55.16,109.58,00:25:59,
607505161.57,55.53,110.05,00:26:01,2020-04-02
607505163.57,54.50,110.59,00:26:03,
607505165.57,45.01,88.15,00:26:05,
607505167.57,67.34,108.70,00:26:07,
607505169.58,56.37,111.67,00:26:09,
607505171.58,55.98,110.99,00:26:11,
607505173.58,55.61,110.55,00:26:13,
607505175.57,55.92,110.84,00:26:15,
607505177.57,55.43,110.42,00:26:17,
607505179.57,56.05,111.06,00:26:19,
607505181.57,55.19,110.60,00:26:21,
607505183.57,55.51,110.37,00:26:23,
607505185.56,55.43,110.55,00:26:25,
607505187.56,55.06,110.42,00:26:27,
607505189.56,55.54,110.73,00:26:29,
607505191.56,54.93,110.41,00:26:31,
607505193.56,55.06,110.35,00:26:33,
607505195.56,55.39,110.85,00:26:35,
607505197.56,54.93,110.26,00:26:37,
607505199.56,55.70,111.01,00:26:39,
607505201.56,54.73,110.44,00:26:41,
607505203.56,55.90,111.19,00:26:43,
607505205.56,54.97,110.65,00:26:45,
607505207.56,55.34,110.61,00:26:47,
607505209.56,55.39,110.74,00:26:49,
607505211.56,54.76,110.37,00:26:51,
607505213.56,55.72,111.02,00:26:53,
607505215.56,54.73,110.46,00:26:55,
607505217.56,55.39,110.74,00:26:57,
607505219.56,55.21,110.59,00:26:59,
607505221.56,54.97,110.43,00:27:01,2020-04-02
607505223.56,54.84,110.59,00:27:03,
607505225.56,54.72,110.44,00:27:05,
607505227.57,55.59,111.37,00:27:07,
607505229.57,54.75,110.51,00:27:09,
607505231.57,55.05,110.86,00:27:11,
607505233.57,54.62,110.75,00:27:13,
607505235.57,54.47,110.51,00:27:15,
607505237.57,55.18,111.09,00:27:17,
607505239.57,54.37,110.58,00:27:19,
607505241.57,55.48,111.28,00:27:21,
607505243.57,54.46,110.57,00:27:23,
607505245.57,54.34,110.59,00:27:25,
607505247.57,55.42,111.44,00:27:27,
607505249.57,54.38,110.63,00:27:29,
607505251.57,55.17,110.78,00:27:31,
607505253.57,54.51,110.59,00:27:33,
607505255.57,54.80,110.56,00:27:35,
607505257.57,54.75,110.86,00:27:37,
607505259.57,54.54,110.50,00:27:39,
607505261.57,55.25,111.07,00:27:41,
607505263.57,54.69,110.74,00:27:43,
607505265.57,55.23,111.27,00:27:45,
607505267.57,54.77,110.58,00:27:47,
607505269.57,55.17,111.09,00:27:49,
607505271.58,54.72,110.73,00:27:51,
607505273.58,54.68,110.65,00:27:53,
607505275.58,54.94,110.86,00:27:55,
607505277.58,54.33,110.65,00:27:57,
607505279.58,55.62,111.29,00:27:59,
607505281.58,54.51,110.50,00:28:01,2020-04-02
607505283.58,55.34,111.25,00:28:03,
607505285.58,54.49,110.62,00:28:05,
607505287.58,55.24,111.29,00:28:07,
607505289.58,54.41,110.53,00:28:09,
607505291.58,54.81,110.89,00:28:11,
607505293.58,54.50,110.50,00:28:13,
607505295.58,54.72,110.80,00:28:15,
607505297.58,54.43,110.63,00:28:17,
607505299.58,55.09,111.29,00:28:19,
607505301.58,54.44,110.60,00:28:21,
607505303.58,54.23,110.48,00:28:23,
607505305.58,55.19,111.14,00:28:25,
607505307.58,54.28,110.60,00:28:27,
607505309.58,55.08,111.36,00:28:29,
607505311.58,54.31,110.65,00:28:31,
607505313.59,54.92,111.04,00:28:33,
607505315.59,54.39,110.79,00:28:35,
607505317.59,54.88,110.86,00:28:37,
607505319.59,54.40,111.11,00:28:39,
607505321.59,54.72,110.98,00:28:41,
607505323.59,54.91,111.08,00:28:43,
607505325.59,54.23,110.68,00:28:45,
607505327.59,55.21,111.10,00:28:47,
607505329.59,54.40,110.73,00:28:49,
607505331.59,54.34,110.56,00:28:51,
607505333.59,55.01,111.06,00:28:53,
607505335.59,54.27,110.47,00:28:55,
607505337.59,55.00,110.94,00:28:57,
607505339.59,54.51,110.59,00:28:59,
607505341.59,55.03,111.02,00:29:01,2020-04-02
607505343.59,54.41,110.49,00:29:03,
607505345.59,54.39,110.61,00:29:05,
607505347.59,54.50,110.92,00:29:07,
607505349.59,54.36,110.55,00:29:09,
607505351.59,55.05,111.29,00:29:11,
607505353.59,54.19,110.72,00:29:13,
607505355.60,54.78,110.69,00:29:15,
607505357.60,54.43,110.63,00:29:17,
607505359.60,54.60,110.66,00:29:19,
607505361.60,54.65,110.82,00:29:21,
607505363.60,54.36,110.51,00:29:23,
607505365.60,55.28,111.42,00:29:25,
607505367.60,54.40,110.70,00:29:27,
607505369.60,55.13,111.22,00:29:29,
607505371.60,54.53,110.72,00:29:31,
607505373.60,55.03,110.82,00:29:33,
607505375.60,54.34,110.56,00:29:35,
607505377.60,54.28,110.51,00:29:37,
607505379.60,55.12,111.11,00:29:39,
607505381.60,54.28,110.61,00:29:41,
607505383.60,54.86,110.95,00:29:43,
607505385.60,54.29,110.70,00:29:45,
607505387.60,54.92,110.99,00:29:47,
607505389.60,54.29,110.67,00:29:49,
607505391.60,54.61,110.96,00:29:51,
607505393.60,54.36,110.65,00:29:53,
607505395.61,54.40,110.70,00:29:55,
607505397.61,54.64,111.01,00:29:57,
607505399.61,54.52,110.85,00:29:59,
607505401.61,54.98,111.36,00:30:01,2020-04-02
607505403.61,54.24,110.51,00:30:03,
607505405.61,55.08,111.23,00:30:05,
607505407.61,54.28,110.61,00:30:07,
607505409.61,54.89,111.06,00:30:09,
607505411.61,54.40,110.60,00:30:11,
607505413.61,54.76,110.77,00:30:13,
607505415.61,54.40,110.65,00:30:15,
607505417.61,54.46,110.60,00:30:17,
607505419.61,54.24,110.66,00:30:19,
607505421.61,54.31,110.60,00:30:21,
607505423.61,54.86,110.87,00:30:23,
607505425.61,54.14,110.63,00:30:25,
607505427.61,54.94,111.35,00:30:27,
607505429.61,54.23,110.76,00:30:29,
607505431.61,55.22,111.37,00:30:31,
607505433.61,54.13,110.56,00:30:33,
607505435.61,54.63,110.82,00:30:35,
607505437.62,54.63,110.81,00:30:37,
607505439.62,54.43,110.66,00:30:39,
607505441.62,54.54,110.90,00:30:41,
607505443.62,54.12,110.75,00:30:43,
607505445.62,54.98,111.13,00:30:45,
607505447.62,54.12,110.53,00:30:47,
607505449.62,54.74,110.75,00:30:49,
607505451.62,54.51,110.99,00:30:51,
607505453.62,54.21,110.61,00:30:53,
607505455.62,54.77,111.05,00:30:55,
607505457.62,52.35,108.96,00:30:57,
607505459.62,52.72,108.90,00:30:59,
607505461.62,52.92,110.93,00:31:01,2020-04-02
607505463.62,49.84,109.40,00:31:03,
607505465.62,51.05,110.93,00:31:05,
607505467.62,49.97,109.69,00:31:07,
607505469.62,49.55,109.47,00:31:09,
607505471.62,49.95,109.84,00:31:11,
607505473.62,49.31,109.20,00:31:13,
607505475.63,49.80,109.22,00:31:15,
607505477.63,49.31,109.40,00:31:17,
607505479.63,49.46,109.22,00:31:19,
607505481.63,49.53,109.24,00:31:21,
607505483.63,49.38,109.14,00:31:23,
607505485.63,48.90,109.03,00:31:25,
607505487.63,49.19,109.25,00:31:27,
607505489.63,49.84,108.61,00:31:29,
607505491.63,49.07,108.09,00:31:31,
607505493.63,50.11,108.31,00:31:33,
607505495.63,50.31,110.36,00:31:35,
607505497.64,50.55,110.66,00:31:37,
607505499.64,50.40,110.36,00:31:39,
607505501.64,49.96,110.12,00:31:41,
607505503.64,50.61,110.14,00:31:43,
607505505.64,49.87,109.88,00:31:45,
607505507.64,49.78,109.82,00:31:47,
607505509.64,49.73,109.87,00:31:49,
607505511.64,49.48,109.64,00:31:51,
607505513.64,49.73,110.01,00:31:53,
607505515.64,49.35,109.61,00:31:55,
607505517.64,49.27,109.85,00:31:57,
607505519.64,49.13,109.61,00:31:59,
607505521.64,49.71,110.13,00:32:01,2020-04-02
607505523.64,49.14,109.69,00:32:03,
607505525.64,49.75,110.02,00:32:05,
607505527.64,49.32,109.81,00:32:07,
607505529.64,49.05,109.78,00:32:09,
607505531.64,49.74,110.61,00:32:11,
607505533.64,48.90,109.69,00:32:13,
607505535.65,49.83,110.41,00:32:15,
607505537.65,49.03,109.84,00:32:17,
607505539.65,49.57,110.25,00:32:19,
607505541.65,48.54,109.52,00:32:21,
607505543.65,49.17,109.89,00:32:23,
607505545.65,48.39,109.58,00:32:25,
607505547.65,48.89,109.97,00:32:27,
607505549.65,48.25,109.59,00:32:29,
607505551.65,48.65,109.77,00:32:31,
607505553.65,48.55,109.83,00:32:33,
607505555.65,48.28,109.43,00:32:35,
607505557.65,48.70,109.98,00:32:37,
607505559.65,48.10,109.43,00:32:39,
607505561.65,48.72,109.96,00:32:41,
607505563.65,48.42,109.60,00:32:43,
607505565.65,48.22,109.53,00:32:45,
607505567.66,48.77,110.16,00:32:47,
607505569.66,48.31,109.49,00:32:49,
607505571.66,48.36,109.50,00:32:51,
607505573.66,48.45,109.74,00:32:53,
607505575.66,48.15,109.53,00:32:55,
607505577.66,48.78,110.15,00:32:57,
607505579.66,47.68,110.49,00:32:59,
607505581.66,48.09,109.66,00:33:01,2020-04-02
607505583.66,47.60,109.57,00:33:03,
607505585.66,47.97,109.59,00:33:05,
607505587.66,47.92,109.94,00:33:07,
607505589.66,47.65,109.32,00:33:09,
607505591.66,48.27,109.82,00:33:11,
607505593.66,47.68,109.45,00:33:13,
607505595.66,47.90,109.43,00:33:15,
607505597.66,47.98,109.82,00:33:17,
607505599.66,47.47,109.33,00:33:19,
607505601.67,47.92,109.73,00:33:21,
607505603.67,47.68,109.56,00:33:23,
607505605.67,48.38,109.72,00:33:25,
607505607.67,47.61,109.37,00:33:27,
607505609.67,48.00,109.49,00:33:29,
607505611.67,47.47,109.59,00:33:31,
607505613.66,47.67,109.38,00:33:33,
607505615.66,48.06,109.75,00:33:35,
607505617.66,47.95,109.66,00:33:37,
607505619.66,43.32,102.02,00:33:39,
607505621.66,44.94,109.52,00:33:41,
607505623.67,52.28,111.77,00:33:43,
607505625.67,52.27,110.32,00:33:45,
607505627.67,52.37,110.99,00:33:47,
607505629.67,51.80,110.34,00:33:49,
607505631.67,51.59,110.12,00:33:51,
607505633.67,51.77,110.49,00:33:53,
607505635.67,51.44,110.01,00:33:55,
607505637.67,51.50,110.09,00:33:57,
607505639.67,51.50,110.16,00:33:59,
607505641.67,51.20,109.93,00:34:01,2020-04-02
607505643.67,51.58,110.42,00:34:03,
607505645.67,51.01,109.95,00:34:05,
607505647.67,50.80,109.92,00:34:07,
607505649.67,51.37,110.37,00:34:09,
607505651.67,50.39,109.98,00:34:11,
607505653.67,50.55,109.89,00:34:13,
607505655.67,50.99,110.13,00:34:15,
607505657.67,50.68,110.22,00:34:17,
607505659.68,51.26,110.17,00:34:19,
607505661.68,50.43,109.89,00:34:21,
607505663.68,50.37,110.22,00:34:23,
607505665.68,51.06,110.32,00:34:25,
607505667.68,50.14,109.87,00:34:27,
607505669.68,50.51,112.07,00:34:29,
607505671.67,53.57,98.90,00:34:31,
607505673.67,58.32,115.69,00:34:33,
607505675.68,58.15,113.05,00:34:35,
607505677.68,56.85,112.53,00:34:37,
607505679.68,56.88,112.29,00:34:39,
607505681.68,56.58,112.25,00:34:41,
607505683.68,55.91,111.67,00:34:43,
607505685.68,56.48,112.28,00:34:45,
607505687.68,55.72,111.66,00:34:47,
607505689.68,56.36,112.25,00:34:49,
607505691.68,55.30,111.49,00:34:51,
607505693.68,55.58,111.66,00:34:53,
607505695.68,54.77,111.35,00:34:55,
607505697.68,54.50,111.07,00:34:57,
607505699.68,55.10,111.50,00:34:59,
607505701.68,54.61,111.02,00:35:01,2020-04-02
607505703.68,55.17,111.68,00:35:03,
607505705.68,54.32,111.18,00:35:05,
607505707.68,54.79,111.12,00:35:07,
607505709.68,54.59,111.36,00:35:09,
607505711.69,54.45,111.04,00:35:11,
607505713.69,55.41,111.84,00:35:13,
607505715.69,54.42,111.28,00:35:15,
607505717.69,54.36,111.32,00:35:17,
607505719.69,54.12,111.18,00:35:19,
607505721.69,54.38,110.95,00:35:21,
607505723.69,54.17,110.95,00:35:23,
607505725.69,54.87,111.36,00:35:25,
607505727.69,54.06,111.03,00:35:27,
607505729.69,54.49,111.27,00:35:29,
607505731.69,54.04,110.98,00:35:31,
607505733.69,54.38,110.97,00:35:33,
607505735.69,54.60,111.28,00:35:35,
607505737.69,53.87,111.03,00:35:37,
607505739.69,55.01,111.66,00:35:39,
607505741.69,54.02,110.95,00:35:41,
607505743.69,54.69,111.26,00:35:43,
607505745.69,53.93,111.11,00:35:45,
607505747.69,53.90,110.91,00:35:47,
607505749.69,54.77,111.48,00:35:49,
607505751.70,53.87,111.00,00:35:51,
607505753.70,54.39,111.15,00:35:53,
607505755.70,53.99,111.18,00:35:55,
607505757.70,53.86,110.97,00:35:57,
607505759.69,51.30,108.84,00:35:59,
607505761.69,49.13,106.65,00:36:01,2020-04-02
607505763.69,49.28,106.67,00:36:03,
607505765.69,50.35,107.66,00:36:05,
607505767.69,50.66,107.69,00:36:07,
607505769.69,50.47,107.95,00:36:09,
607505771.69,50.57,107.63,00:36:11,
607505773.70,49.79,109.04,00:36:13,
607505775.70,47.10,107.31,00:36:15,
607505777.70,37.63,96.20,00:36:17,
607505779.70,-2.16,88.35,00:36:19,
607505781.70,-26.15,60.10,00:36:21,
607505783.70,-27.67,71.15,00:36:23,
607505785.70,-27.08,71.14,00:36:25,
607505787.70,-26.66,70.56,00:36:27,
607505789.70,-27.87,69.61,00:36:29,
607505791.70,-27.17,70.97,00:36:31,
607505793.70,-26.79,70.58,00:36:33,
607505795.70,-27.50,70.10,00:36:35,
607505797.70,-27.23,71.05,00:36:37,
607505799.70,-27.57,69.77,00:36:39,
607505801.70,-27.32,70.93,00:36:41,
607505803.70,-27.17,70.56,00:36:43,
607505805.70,-27.78,70.44,00:36:45,
607505807.70,-27.46,70.73,00:36:47,
607505809.71,-27.52,69.75,00:36:49,
607505811.71,-27.19,71.22,00:36:51,
607505813.71,-27.49,69.93,00:36:53,
607505815.71,-27.49,70.68,00:36:55,
607505817.71,-27.26,70.25,00:36:57,
607505819.71,-27.15,71.27,00:36:59,
607505821.71,-26.97,71.05,00:37:01,2020-04-02
607505823.71,-27.12,71.60,00:37:03,
607505825.71,-27.08,70.37,00:37:05,
607505827.71,-27.31,71.72,00:37:07,
607505829.71,-26.98,70.50,00:37:09,
607505831.71,-27.04,71.39,00:37:11,
607505833.71,-26.74,72.42,00:37:13,
607505835.71,-27.55,67.56,00:37:15,
607505837.71,19.99,73.80,00:37:17,
607505839.71,54.61,69.40,00:37:19,
607505841.72,148.91,48.19,00:37:21,
607505843.72,121.64,39.91,00:37:23,
607505845.72,152.17,19.52,00:37:25,
607505847.72,151.34,31.52,00:37:27,
607505849.72,127.27,13.70,00:37:29,
607505851.72,177.36,20.14,00:37:31,
607505853.72,86.18,11.38,00:37:33,
607505855.72,38.22,0.55,00:37:35,
607505857.72,-118.48,6.71,00:37:37,
607505859.72,124.93,9.45,00:37:39,
607505861.72,120.56,34.92,00:37:41,
607505863.72,-134.12,5.64,00:37:43,
607505865.72,-160.79,8.22,00:37:45,
607505867.72,-165.40,8.11,00:37:47,
607505869.72,-160.29,6.58,00:37:49,
607505871.72,-158.92,7.42,00:37:51,
607505873.72,-162.27,7.45,00:37:53,
607505875.72,-161.97,6.89,00:37:55,
607505877.72,-147.48,5.60,00:37:57,
607505879.72,-79.60,6.63,00:37:59,
607505881.73,-123.00,4.11,00:38:01,2020-04-02
607505883.73,-156.12,5.62,00:38:03,
607505885.73,-154.66,5.40,00:38:05,
607505887.73,-100.43,3.53,00:38:07,
607505889.73,-110.72,4.48,00:38:09,
607505891.73,-160.11,7.74,00:38:11,
607505893.73,-91.26,4.68,00:38:13,
607505895.73,-116.24,4.81,00:38:15,
607505897.73,-116.67,5.14,00:38:17,
607505899.73,-107.12,4.81,00:38:19,
607505901.73,-112.05,4.36,00:38:21,
607505903.73,-107.70,4.43,00:38:23,
607505905.73,-109.85,4.51,00:38:25,
607505907.73,-119.17,4.60,00:38:27,
607505909.73,-112.24,5.29,00:38:29,
607505911.73,-100.83,5.30,00:38:31,
607505913.73,-100.79,5.04,00:38:33,
607505915.73,-89.37,5.79,00:38:35,
607505917.73,-111.01,4.79,00:38:37,
607505919.73,-113.77,4.86,00:38:39,
607505921.73,-97.18,6.66,00:38:41,
607505923.73,-86.60,6.69,00:38:43,
607505925.73,-85.98,6.35,00:38:45,
607505927.73,-86.42,6.34,00:38:47,
607505929.74,-80.79,6.74,00:38:49,
607505931.74,-77.85,6.85,00:38:51,
607505933.74,-71.14,7.79,00:38:53,
607505935.74,-78.86,6.48,00:38:55,
607505937.74,-75.56,6.52,00:38:57,
607505939.74,-71.10,6.67,00:38:59,
607505941.74,-71.29,7.28,00:39:01,2020-04-02
607505943.74,-92.03,3.96,00:39:03,
607505945.74,143.89,29.91,00:39:05,
607505947.74,43.18,16.91,00:39:07,
607505949.74,-164.04,13.32,00:39:09,
607505951.74,-167.52,6.90,00:39:11,
607505953.74,-173.17,4.20,00:39:13,
607505955.74,173.75,5.16,00:39:15,
607505957.74,2.90,1.57,00:39:17,
607505959.74,36.92,5.05,00:39:19,
607505961.74,49.01,6.01,00:39:21,
607505963.74,41.54,5.78,00:39:23,
607505965.74,44.02,6.25,00:39:25,
607505967.74,44.89,6.81,00:39:27,
607505969.74,-163.81,8.12,00:39:29,
607505971.74,-121.56,9.93,00:39:31,
607505973.74,-174.27,4.24,00:39:33,
607505975.74,-73.66,4.25,00:39:35,
607505977.74,11.70,2.78,00:39:37,
607505979.74,-148.67,22.44,00:39:39,
607505981.75,144.77,7.11,00:39:41,
607505983.75,142.65,72.44,00:39:43,
607505985.75,10.82,67.40,00:39:45,
607505987.75,28.43,113.50,00:39:47,
607505989.75,88.52,80.80,00:39:49,
607505991.75,-2.71,86.51,00:39:51,
607505993.75,3.03,89.41,00:39:53,
607505995.75,43.99,42.88,00:39:55,
607505997.75,-138.47,17.56,00:39:57,
607505999.75,-139.36,20.58,00:39:59,
